RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance,Exited
2386,15786898,User_2385,779,France,Male,29,2,2,1,1,35245.95136736908,101170.55501230096,0
2387,15767523,User_2386,512,Germany,Female,33,7,1,0,0,28707.318892625164,92271.24829787944,0
2388,15738299,User_2387,522,France,Male,24,2,2,1,0,50751.30386391037,85266.72785535578,0
2389,15762982,User_2388,490,Germany,Female,28,3,1,0,1,77179.27318591166,83424.39686943304,0
2390,15636041,User_2389,487,France,Female,30,9,2,1,0,97547.54120368235,88208.01865388651,1
2391,15688920,User_2390,415,Spain,Male,33,9,3,0,1,92891.19287525174,128770.4821046688,1
2392,15665681,User_2391,547,Germany,Male,39,5,2,1,1,158402.75786518442,105912.40942400804,0
2393,15681571,User_2392,677,France,Male,40,5,2,1,1,26769.072926822504,92975.38992469994,0
2394,15796553,User_2393,577,France,Female,52,1,2,1,1,73757.14990203672,113989.78868605674,1
2395,15799648,User_2394,630,France,Male,33,1,1,1,1,189198.12346337826,0.0,0
2396,15727556,User_2395,521,France,Male,43,2,2,0,1,154390.6983767758,94728.5224563553,0
2397,15795246,User_2396,665,Spain,Male,31,2,1,0,0,85603.14641862756,0.0,0
2398,15626160,User_2397,780,France,Female,54,3,2,0,0,116249.19099038375,0.0,0
2399,15617633,User_2398,389,Germany,Male,39,3,2,1,0,94048.95298097671,152394.13080160815,1
2400,15617014,User_2399,356,Spain,Female,35,3,2,1,0,76780.99013260218,95556.01926232055,0
2401,15680532,User_2400,523,France,Female,30,9,1,0,0,26566.20999792473,73987.14963544521,1
2402,15649104,User_2401,500,Germany,Female,47,9,1,0,0,33467.09593347443,76018.85679687533,1
2403,15772693,User_2402,560,France,Female,39,10,2,0,1,57647.057726910585,0.0,1
2404,15677231,User_2403,651,France,Male,40,2,3,1,1,73046.48498471767,161551.4756912746,0
2405,15668388,User_2404,435,France,Male,27,0,2,0,1,50340.425529905864,130045.35069194988,0
2406,15616014,User_2405,746,Spain,Female,30,8,2,0,1,115472.30180817339,74938.67077347344,0
2407,15692578,User_2406,602,France,Male,20,1,2,1,0,119629.12729034218,150532.89289369245,1
2408,15764827,User_2407,370,Spain,Female,32,2,1,0,0,9176.895117342909,154861.81243144185,1
2409,15640390,User_2408,606,France,Female,33,1,2,0,1,129934.36769932276,40529.34223164188,0
2410,15623711,User_2409,728,Germany,Female,24,5,1,1,1,93518.96373052424,149987.70981378402,0
2411,15691658,User_2410,752,Spain,Female,37,5,1,1,0,109410.43141841891,72796.73903702691,1
2412,15657993,User_2411,730,France,Female,34,0,2,1,1,178657.39925821655,108587.72325036085,0
2413,15758285,User_2412,793,Spain,Male,30,3,2,1,1,36675.548327595214,154284.93201995917,0
2414,15788856,User_2413,382,Spain,Male,29,9,1,1,1,80895.8203136235,73194.63324647775,0
2415,15607421,User_2414,609,France,Male,39,4,1,0,0,97036.26462397339,123646.80971057543,0
2416,15617727,User_2415,583,France,Male,30,5,2,1,0,118170.6127964626,128105.07115227112,0
2417,15712418,User_2416,352,France,Male,54,4,2,0,0,135540.78778523763,111899.80046116245,0
2418,15604358,User_2417,696,Germany,Female,36,2,1,1,1,25863.759801423035,65287.30142073797,0
2419,15665108,User_2418,657,Spain,Female,47,2,2,1,1,149798.4758604834,105685.75637458444,0
2420,15694018,User_2419,838,France,Female,26,2,2,1,1,44215.55266748991,75735.52106023063,0
2421,15724457,User_2420,576,France,Male,36,5,1,1,0,190238.11219946374,0.0,0
2422,15763189,User_2421,633,France,Male,28,3,2,1,0,21144.44157822702,140442.74079856207,0
2423,15631910,User_2422,419,Spain,Female,42,3,2,1,1,197343.14226246421,144794.89011376924,0
2424,15726888,User_2423,803,Spain,Female,37,2,2,0,1,185597.59676154426,0.0,0
2425,15655754,User_2424,788,Germany,Female,57,3,2,1,0,177840.98532952357,45055.48220732842,1
2426,15793510,User_2425,662,France,Female,34,7,2,1,1,6073.799552544393,0.0,0
2427,15709847,User_2426,713,France,Female,20,2,2,0,1,40300.10286814112,57034.96331858301,0
2428,15760443,User_2427,820,France,Female,37,9,2,1,1,113565.12471837777,0.0,0
2429,15782573,User_2428,603,Germany,Male,39,2,2,1,0,144255.05470564804,127009.83463674619,0
2430,15792018,User_2429,830,France,Male,31,5,1,1,1,146954.86163942146,0.0,0
2431,15638467,User_2430,493,France,Female,30,0,2,1,0,9237.279117579057,83007.58268307432,0
2432,15748697,User_2431,373,Spain,Male,26,9,1,1,1,137748.8915112261,48410.85998732899,0
2433,15633893,User_2432,802,France,Female,42,5,1,0,0,99275.82747224314,137081.3564288258,0
2434,15676329,User_2433,774,France,Male,43,10,2,1,1,62725.63104971202,120261.49627051833,0
2435,15631007,User_2434,583,Spain,Male,62,8,1,1,0,137903.84111536675,112947.28875549567,1
2436,15770604,User_2435,682,France,Male,36,2,2,0,1,50150.29898484812,0.0,0
2437,15654253,User_2436,524,France,Male,39,1,2,1,1,129008.33816831306,111963.97477709406,0
2438,15612323,User_2437,681,France,Female,35,2,2,1,0,122435.59421948204,0.0,1
2439,15711335,User_2438,674,France,Male,65,2,1,1,0,118229.01283912885,98238.75963691586,0
2440,15712356,User_2439,706,France,Female,44,1,2,1,1,106579.65067165521,124929.04682955753,0
2441,15710944,User_2440,508,Germany,Male,38,10,2,0,1,54518.46107693072,64226.812702977004,0
2442,15745282,User_2441,697,France,Male,59,3,1,1,1,40218.19883686876,103883.65804892778,1
2443,15616456,User_2442,697,Spain,Male,37,7,1,0,0,76638.79355672182,139841.56549651537,0
2444,15631367,User_2443,635,France,Female,73,6,1,0,0,194168.08471490708,158686.71567419905,0
2445,15654624,User_2444,367,France,Male,54,9,1,0,0,157508.1987355173,0.0,0
2446,15741178,User_2445,393,France,Female,37,8,2,1,1,76879.18761677045,105193.75758592188,0
2447,15668008,User_2446,504,France,Male,43,7,2,0,0,136739.3210067054,0.0,0
2448,15725926,User_2447,704,France,Male,39,6,1,1,1,56163.115474274244,142534.41647510213,0
2449,15715395,User_2448,759,France,Female,45,5,1,1,1,42945.15572493875,66419.18647621987,0
2450,15716492,User_2449,726,Spain,Male,32,2,1,0,1,116703.54727218028,120653.62774179809,0
2451,15672240,User_2450,580,France,Male,58,9,2,1,0,51239.83817696324,0.0,0
2452,15664315,User_2451,846,Germany,Male,31,3,2,1,0,109302.0332859094,116990.55986924274,0
2453,15610756,User_2452,720,France,Male,40,7,2,0,0,16058.894174902292,0.0,0
2454,15799083,User_2453,665,France,Male,41,1,2,1,0,166990.02388161645,82097.12861741467,0
2455,15636378,User_2454,751,France,Female,34,5,2,1,1,76397.28798980403,0.0,0
2456,15735327,User_2455,574,France,Male,25,0,1,1,0,3114.2528620331605,0.0,0
2457,15745556,User_2456,566,Germany,Female,40,6,1,1,1,191653.6548457652,42226.97015815139,1
2458,15725703,User_2457,405,Spain,Male,40,3,2,1,1,109069.82463964433,42709.001424850656,0
2459,15656549,User_2458,380,France,Male,34,0,1,1,1,183176.10137511964,113453.27650853014,0
2460,15765575,User_2459,706,France,Male,35,4,2,1,1,37591.00462288251,125449.21564547252,0
2461,15673794,User_2460,408,Germany,Male,39,4,2,1,0,60055.68868309808,104161.24632347902,0
2462,15645113,User_2461,729,France,Male,50,5,2,0,0,76641.11274279075,44254.15233611338,1
2463,15674069,User_2462,735,France,Male,49,7,1,0,0,39083.36062284322,44722.97712414004,0
2464,15736321,User_2463,702,France,Female,42,3,2,1,1,90802.439681574,96619.60770742664,0
2465,15750273,User_2464,772,France,Female,33,6,2,1,1,56294.602203372844,144925.66295635942,0
2466,15725541,User_2465,794,France,Female,34,10,2,0,1,25093.582831605116,141112.83220162417,0
2467,15789648,User_2466,584,Germany,Male,35,3,2,1,0,16306.226143726059,102375.58979983442,1
2468,15609686,User_2467,456,Spain,Female,33,1,3,1,0,51613.2550241241,87895.96490995932,0
2469,15653363,User_2468,540,Spain,Male,26,7,1,1,0,196246.1090507226,0.0,0
2470,15697543,User_2469,829,France,Female,30,4,1,0,0,51261.09369460727,87408.20429539526,0
2471,15731733,User_2470,367,Spain,Male,44,9,2,1,1,171092.4057122956,74097.16563835234,0
2472,15775915,User_2471,750,Spain,Male,31,3,2,1,1,91823.01751452227,0.0,0
2473,15695673,User_2472,575,Spain,Female,38,1,1,1,0,50478.98575003907,100597.00299889449,0
2474,15792035,User_2473,516,France,Male,38,6,2,1,1,164569.73361099648,0.0,0
2475,15642828,User_2474,420,Germany,Female,42,4,2,0,1,150983.40265617656,91968.00842453064,0
2476,15648604,User_2475,711,France,Male,31,8,2,1,1,123490.15981841406,96840.2938684066,0
2477,15610526,User_2476,403,Germany,Male,18,6,1,1,0,57308.06461291127,112774.21694642011,0
2478,15668910,User_2477,594,France,Female,31,8,1,1,1,152440.54008756013,145360.02411451808,0
2479,15625592,User_2478,832,France,Female,28,9,3,1,1,3890.7802342392724,0.0,0
2480,15628982,User_2479,699,France,Female,18,9,2,0,1,55974.87146385557,0.0,0
2481,15600207,User_2480,425,Germany,Male,32,4,2,1,1,172357.9473827749,66215.65664208998,0
2482,15688733,User_2481,384,France,Male,31,10,2,1,0,46804.55495867416,92159.5606602283,0
2483,15724982,User_2482,616,Germany,Male,37,5,1,1,1,125929.61525134835,85287.27280335988,0
2484,15668619,User_2483,666,Germany,Male,43,7,1,0,0,95859.31995017451,65254.47734413135,0
2485,15760400,User_2484,649,Spain,Female,56,9,2,1,1,85810.2440578491,0.0,0
2486,15646479,User_2485,470,Spain,Male,38,5,1,1,1,137244.17875026804,133327.52507667232,0
2487,15751175,User_2486,673,Spain,Female,38,10,2,1,1,7638.787441356351,76202.15544645829,0
2488,15770963,User_2487,374,Spain,Female,57,3,2,1,0,99581.1663135355,0.0,0
2489,15741826,User_2488,781,France,Male,25,1,1,1,0,88013.64610680913,124673.60020349277,0
2490,15681437,User_2489,509,Spain,Female,25,5,1,1,1,150161.7180603997,117161.27424410309,0
2491,15698540,User_2490,433,Germany,Female,44,8,1,1,0,85282.16983988533,106483.30802614057,0
2492,15672982,User_2491,463,France,Male,51,7,4,1,0,180952.54000590646,73514.42761739052,1
2493,15702747,User_2492,572,Germany,Male,52,2,3,1,0,198528.25553481607,120553.96933684908,1
2494,15786994,User_2493,737,France,Male,19,4,1,0,0,175160.6484085351,118242.01251617777,0
2495,15648231,User_2494,515,France,Female,20,5,2,1,0,159230.8058337244,0.0,0
2496,15629301,User_2495,540,France,Male,36,6,2,1,0,143403.4194293206,85719.52272656317,0
2497,15793783,User_2496,524,France,Female,45,1,1,1,0,112169.11833416055,0.0,0
2498,15772395,User_2497,350,Germany,Male,34,5,1,0,0,157374.05833885862,99532.22310749668,1
2499,15618752,User_2498,736,Germany,Female,26,1,1,1,1,120581.12995446079,27793.490012161914,0
2500,15698452,User_2499,578,Germany,Female,25,7,1,0,1,192381.0820488026,69873.88123605585,0
2501,15744467,User_2500,435,Germany,Female,48,6,2,1,1,177895.05368396026,82244.4642494061,0
2502,15721237,User_2501,411,France,Male,48,1,1,1,1,115290.2568426933,82863.28109490256,0
2503,15656273,User_2502,669,France,Male,44,3,4,1,1,84994.48808101185,60433.39321702883,0
2504,15691878,User_2503,750,Spain,Male,37,6,1,1,0,39396.81729003354,0.0,0
2505,15604895,User_2504,731,Germany,Male,29,8,2,1,1,48956.08955911537,99809.33232928206,1
2506,15719968,User_2505,555,France,Male,18,2,1,1,0,43766.93292812606,128002.65365896159,0
2507,15715700,User_2506,454,Germany,Female,22,9,1,0,0,178323.1993900763,76253.93976330025,0
2508,15676559,User_2507,667,Spain,Female,18,9,2,1,1,183362.46781953212,121881.71198227041,0
2509,15610699,User_2508,640,Germany,Male,34,7,1,1,1,64033.82546044535,91911.85514532619,0
2510,15796133,User_2509,599,France,Female,42,8,2,1,0,140383.38446160284,132585.55602563717,1
2511,15609715,User_2510,362,France,Male,38,7,2,0,1,24941.48234387087,109440.1118424059,0
2512,15619169,User_2511,512,Germany,Male,52,3,2,0,0,112289.2230817099,88196.94140012722,1
2513,15718413,User_2512,392,Germany,Female,39,3,1,1,1,59889.28803266573,172932.88614958816,0
2514,15747235,User_2513,735,France,Female,21,10,3,0,1,190115.7402543882,0.0,0
2515,15719264,User_2514,789,Germany,Male,36,6,1,1,1,27220.64798778008,104201.03449636423,0
2516,15605782,User_2515,460,Germany,Female,36,3,2,1,0,27025.622999866915,124198.22476831882,0
2517,15724481,User_2516,554,France,Female,42,10,2,1,1,154258.26103727502,0.0,0
2518,15635585,User_2517,733,France,Male,46,9,1,0,0,62394.56824253881,62272.85802098088,0
2519,15630682,User_2518,605,France,Male,42,9,2,0,0,51060.63789209185,0.0,0
2520,15778936,User_2519,656,France,Female,33,6,2,0,1,41917.12027278976,110354.30765389353,0
2521,15729992,User_2520,787,Spain,Female,51,8,2,1,0,50599.10736995618,0.0,1
2522,15684416,User_2521,493,France,Male,46,8,2,1,0,197822.90604948538,0.0,0
2523,15786186,User_2522,495,Spain,Male,18,8,1,1,1,90754.03798852276,0.0,0
2524,15727810,User_2523,740,Spain,Female,45,9,1,1,0,50059.05457372065,72195.9306992423,0
2525,15638067,User_2524,650,France,Female,29,9,1,1,0,12651.633153544532,128949.02664403438,0
2526,15773757,User_2525,513,Spain,Male,20,5,1,1,0,24235.47254767137,69600.22773659465,1
2527,15618073,User_2526,518,France,Male,40,0,1,1,0,131360.6837184691,123098.83357129587,0
2528,15636035,User_2527,827,France,Female,61,7,2,1,1,52093.83655696367,150417.5920962023,0
2529,15796049,User_2528,647,Spain,Female,37,5,1,1,1,111182.9476613828,110692.5071333449,0
2530,15690373,User_2529,582,Germany,Female,35,6,2,1,1,110545.6314527017,82614.4182582817,0
2531,15683362,User_2530,740,France,Female,38,1,2,1,1,72399.05996573,0.0,0
2532,15690517,User_2531,620,France,Female,61,2,2,1,1,142689.49272093663,101384.92317458999,0
2533,15665450,User_2532,409,France,Female,35,5,2,0,1,6666.566887084261,0.0,0
2534,15610382,User_2533,645,France,Female,47,2,3,0,1,83419.16801096647,134221.46195365404,0
2535,15735509,User_2534,816,France,Female,34,4,1,1,1,86835.68588134677,0.0,0
2536,15795684,User_2535,584,Spain,Female,32,3,1,1,0,24914.239520188214,123950.49574592312,0
2537,15661929,User_2536,514,France,Female,52,4,1,1,1,3067.316317717528,114540.9124675634,0
2538,15698864,User_2537,543,Germany,Female,26,7,2,0,0,106836.54068564963,79138.52243594386,0
2539,15743401,User_2538,583,France,Male,45,3,2,1,0,58945.65400373505,0.0,0
2540,15625169,User_2539,717,Germany,Male,34,8,1,0,0,186435.23652974167,128795.99269681521,0
2541,15687468,User_2540,532,Germany,Male,30,2,2,1,1,141140.72344051377,104848.32011158984,0
2542,15634594,User_2541,682,Spain,Male,33,6,2,0,1,17632.373875325942,151483.26889482592,0
2543,15791703,User_2542,581,France,Male,18,6,2,1,0,131091.74883935138,0.0,0
2544,15645033,User_2543,710,Spain,Female,27,0,2,1,1,175052.37863353343,0.0,0
2545,15663133,User_2544,840,Spain,Male,39,2,2,0,0,191378.86259612883,125219.20552389463,0
2546,15673861,User_2545,456,Germany,Male,35,9,2,0,0,62545.04299385534,76772.18916864625,1
2547,15783362,User_2546,727,Spain,Female,28,0,2,1,1,87600.01470542028,80432.45261248392,0
2548,15631750,User_2547,572,France,Male,52,7,1,0,1,129059.34310121869,0.0,1
2549,15640461,User_2548,429,Germany,Female,28,9,1,1,1,181897.6061077145,67994.34124183375,0
2550,15678222,User_2549,583,Germany,Male,52,4,1,1,1,135212.82425521078,98697.78469248477,1
2551,15712020,User_2550,730,Spain,Male,39,3,2,0,0,76853.28789926531,84765.80064821026,0
2552,15624226,User_2551,533,Germany,Female,35,2,1,1,1,18050.077908176627,113875.12321504128,0
2553,15606721,User_2552,777,Spain,Female,38,6,2,1,0,28850.417201483102,0.0,0
2554,15787226,User_2553,534,Spain,Female,40,7,2,1,1,109570.14008040061,0.0,0
2555,15620609,User_2554,483,Spain,Male,28,7,2,1,0,47676.752390928756,0.0,1
2556,15783202,User_2555,569,Spain,Male,28,0,1,1,1,89921.16906461456,0.0,0
2557,15730513,User_2556,637,France,Male,35,6,1,0,0,81477.19958846881,0.0,0
2558,15704211,User_2557,713,Spain,Male,42,4,1,1,1,114105.42939516189,127240.98974282556,0
2559,15786321,User_2558,551,Spain,Male,44,1,2,1,0,66700.56821637391,113254.92764964935,0
2560,15779967,User_2559,719,France,Male,50,7,1,0,1,92128.7184329039,0.0,0
2561,15736728,User_2560,495,France,Female,25,1,1,1,1,116399.15906832444,0.0,0
2562,15724865,User_2561,673,Germany,Female,41,5,2,1,0,118820.96329686581,119370.02151091186,1
2563,15674520,User_2562,476,Spain,Male,37,4,2,0,1,93580.619565594,147825.9300793131,0
2564,15794812,User_2563,806,France,Male,32,5,2,1,1,142824.68183545297,0.0,0
2565,15664309,User_2564,484,Germany,Female,58,10,2,1,0,78050.85010528406,118706.00428672854,1
2566,15629984,User_2565,463,Germany,Male,42,9,2,1,0,157599.82953847418,130506.73780721037,1
2567,15718947,User_2566,613,France,Male,52,7,1,0,1,196921.92098745308,85653.85375768224,0
2568,15605901,User_2567,413,France,Male,18,8,1,1,1,151855.83216662394,0.0,0
2569,15762624,User_2568,840,Germany,Female,48,2,1,0,1,155984.86338894386,134356.28695860808,0
2570,15631055,User_2569,484,Germany,Male,43,2,1,0,1,174452.58515451572,113781.06552965633,1
2571,15768757,User_2570,390,France,Female,45,6,1,1,0,20707.32857023104,60861.25287386029,1
2572,15745788,User_2571,645,France,Male,35,2,3,0,0,112232.13597045255,0.0,1
2573,15714099,User_2572,352,France,Male,59,10,3,1,1,134379.02268160257,125175.97395261592,1
2574,15611138,User_2573,750,Spain,Male,36,9,1,0,0,183054.0262860846,51414.504115861615,0
2575,15766370,User_2574,543,France,Male,37,4,2,0,1,166687.5950563814,108101.93417887132,0
2576,15782184,User_2575,812,Spain,Male,28,9,1,0,0,77837.91739384954,0.0,0
2577,15623429,User_2576,459,France,Female,37,3,1,1,1,62401.6934760047,131863.40898101724,0
2578,15650200,User_2577,570,Germany,Male,36,10,2,0,1,59244.33843008491,93393.11779982617,0
2579,15779316,User_2578,719,France,Female,48,8,2,0,0,50048.28729031107,107491.53932440565,0
2580,15701268,User_2579,717,Spain,Male,44,10,2,1,0,61852.00840298222,43544.46955720413,0
2581,15617347,User_2580,785,Germany,Male,49,7,3,0,0,146830.85468657978,130642.53860074449,1
2582,15747992,User_2581,755,France,Male,36,8,1,1,0,23112.83722412318,79516.28097649569,0
2583,15631822,User_2582,353,France,Male,34,5,2,1,1,146932.76262677697,117366.26699648448,0
2584,15777731,User_2583,593,Germany,Female,46,1,1,1,0,38882.3956758815,66636.83516495442,1
2585,15640108,User_2584,739,France,Female,39,7,1,1,0,124812.9135214334,116295.98780870377,0
2586,15728955,User_2585,515,Germany,Female,18,0,1,1,0,119204.21589877152,106037.9123021811,0
2587,15607967,User_2586,375,France,Male,33,10,2,1,1,118527.78893537825,94535.24561282,0
2588,15710719,User_2587,744,France,Male,18,4,2,1,1,62142.24607241058,0.0,0
2589,15611871,User_2588,823,Germany,Female,29,1,2,1,0,29997.09289793884,70482.8695244489,0
2590,15764685,User_2589,366,Spain,Female,48,6,1,1,1,158392.70491086532,107810.18142224159,0
2591,15628179,User_2590,565,Spain,Male,34,4,1,1,0,48364.78286853128,64853.09214985532,0
2592,15783260,User_2591,441,France,Male,35,9,1,1,0,15913.879704156589,95486.46501351232,0
2593,15655099,User_2592,832,France,Female,36,2,2,0,0,31721.32509527027,0.0,1
2594,15635262,User_2593,380,Germany,Female,38,6,1,0,1,22834.927081448495,132442.0286045701,0
2595,15678213,User_2594,554,France,Male,34,2,1,0,1,142972.58567718937,0.0,0
2596,15717407,User_2595,768,France,Male,56,5,1,1,1,149044.36298072885,0.0,1
2597,15749340,User_2596,749,France,Female,20,3,1,1,0,67591.46313005633,94303.97138681919,0
2598,15686269,User_2597,556,France,Male,40,9,1,1,0,152957.8752115006,137283.06259821556,1
2599,15660545,User_2598,456,Germany,Male,43,1,1,1,1,167687.45976310584,115391.63563387036,0
2600,15639922,User_2599,495,Germany,Male,29,8,2,1,1,95435.02725145743,128616.0090167601,0
2601,15642913,User_2600,716,Spain,Male,44,5,2,1,0,165395.34177463822,88289.62438687005,0
2602,15697033,User_2601,450,Spain,Female,31,4,2,1,1,100798.77720163182,0.0,0
2603,15704792,User_2602,717,Spain,Female,42,4,2,0,1,161857.84224846924,96890.64656136835,0
2604,15786749,User_2603,667,Spain,Female,25,7,1,0,1,88231.53714895347,0.0,0
2605,15780913,User_2604,717,Spain,Male,38,4,1,1,1,11795.488772204026,0.0,0
2606,15777404,User_2605,590,France,Female,60,7,1,1,1,44068.96246889359,117597.07125264504,1
2607,15719863,User_2606,838,France,Male,28,7,1,0,1,60736.664843025785,0.0,0
2608,15756104,User_2607,760,Germany,Male,33,0,2,0,0,88110.4530865223,129432.87206155898,0
2609,15768918,User_2608,596,France,Female,54,3,2,1,0,94907.27838976173,0.0,0
2610,15790546,User_2609,512,France,Male,50,8,1,1,0,195124.02109614524,77908.74073782323,0
2611,15644936,User_2610,721,Spain,Male,55,1,1,1,1,95072.85270845488,117470.21335622453,1
2612,15760866,User_2611,522,Spain,Male,34,10,2,1,0,74313.18509463135,47635.45487164348,0
2613,15792660,User_2612,384,Spain,Male,41,3,1,1,0,72148.13370697362,79017.2723628441,0
2614,15781403,User_2613,633,France,Male,42,3,2,0,1,177179.02115841533,0.0,0
2615,15628141,User_2614,708,Germany,Female,30,0,2,1,1,76990.49114096357,134885.1946752576,0
2616,15740146,User_2615,730,Spain,Male,26,9,2,1,1,157029.7944652823,0.0,0
2617,15737478,User_2616,707,Germany,Male,25,9,2,1,0,49847.55258741706,110289.6864190138,0
2618,15697359,User_2617,742,France,Female,32,6,1,0,0,85791.09670556149,84350.34419366904,0
2619,15723279,User_2618,809,France,Male,25,0,1,1,1,114778.6860890713,0.0,0
2620,15754363,User_2619,748,France,Female,31,4,2,1,0,112892.8560393466,129193.75360558042,0
2621,15641568,User_2620,370,France,Female,27,7,3,1,1,115914.55974170682,107288.6473806602,0
2622,15697539,User_2621,657,France,Male,43,3,3,1,0,148265.63774180194,0.0,0
2623,15646851,User_2622,512,France,Female,41,4,1,1,0,102027.57112684862,0.0,1
2624,15654823,User_2623,839,Spain,Male,32,10,2,1,0,36661.48894850688,88655.9594013539,0
2625,15623312,User_2624,446,Spain,Female,34,9,1,1,0,116219.62800407915,0.0,0
2626,15774180,User_2625,656,Germany,Male,43,2,2,0,0,59606.920563100764,122203.1691346661,0
2627,15797990,User_2626,688,France,Male,34,4,2,0,1,60113.76889647952,117682.8258808093,0
2628,15765243,User_2627,404,France,Male,32,2,2,1,0,25728.753756852133,0.0,0
2629,15772851,User_2628,820,France,Female,24,3,2,1,1,181996.795095324,120669.76711461364,0
2630,15799900,User_2629,682,France,Male,51,10,2,1,1,12985.62320679007,0.0,0
2631,15698723,User_2630,476,France,Male,21,2,2,0,1,7555.910495870852,123708.1401492144,0
2632,15612411,User_2631,777,France,Female,34,4,2,1,1,144981.12549590788,129211.20986857486,0
2633,15657009,User_2632,542,Germany,Male,29,1,2,1,0,140972.02257367224,110962.63054924595,0
2634,15746494,User_2633,592,Germany,Female,39,8,2,0,1,70112.0581100929,146139.33071070208,0
2635,15773540,User_2634,698,Spain,Male,33,2,2,0,0,148117.4439296452,138907.27070176747,0
2636,15632371,User_2635,437,Germany,Female,38,9,2,0,1,97553.78904458172,105551.54721106072,0
2637,15657022,User_2636,685,Spain,Male,29,0,1,1,0,145654.08796010437,0.0,0
2638,15671229,User_2637,758,Germany,Male,33,4,1,1,1,109156.41401854958,109879.71317101846,0
2639,15699071,User_2638,564,Spain,Female,24,3,2,1,1,146492.8715866831,98335.83786698653,0
2640,15782268,User_2639,441,Spain,Female,27,1,1,1,0,154536.24654991349,133420.74819347425,1
2641,15696774,User_2640,652,Spain,Female,33,7,2,1,0,56719.86324844899,0.0,0
2642,15626715,User_2641,813,France,Male,39,8,1,1,1,77054.54714226574,0.0,0
2643,15627605,User_2642,584,Spain,Female,36,5,2,1,0,100893.57913179671,0.0,0
2644,15699853,User_2643,533,Germany,Female,51,7,1,0,0,38116.310820945524,138570.52207746712,1
2645,15631174,User_2644,387,Spain,Female,22,1,2,1,1,194068.05692309956,0.0,0
2646,15741028,User_2645,488,France,Female,35,10,1,1,1,184828.32644551963,161485.24831667665,0
2647,15676373,User_2646,544,France,Male,18,5,2,1,1,155397.80770414742,0.0,0
2648,15669252,User_2647,364,Germany,Female,36,0,1,1,1,39665.56365647522,149774.92372850742,1
2649,15793021,User_2648,606,Germany,Female,31,9,2,1,0,90623.08422851351,124696.76647539521,1
2650,15793718,User_2649,484,France,Female,32,2,2,1,1,185457.5013914922,87661.8602270404,0
2651,15670017,User_2650,350,Germany,Male,31,6,1,1,0,122446.303520835,81704.28036715361,0
2652,15663037,User_2651,398,Germany,Male,42,0,1,1,0,77092.76827701124,101300.36413948289,0
2653,15689818,User_2652,445,France,Male,40,5,1,1,1,18326.556867043706,131255.53127861052,0
2654,15606548,User_2653,550,Germany,Female,25,6,1,1,0,20037.550870600342,70414.70658274149,1
2655,15716981,User_2654,762,France,Male,35,2,1,0,0,135661.91844395694,68164.74275401104,1
2656,15754249,User_2655,375,Spain,Male,22,10,1,0,0,62313.023109700465,0.0,0
2657,15624022,User_2656,692,Spain,Male,20,7,3,1,1,99351.17526702503,69983.30050124311,0
2658,15706297,User_2657,778,Spain,Female,42,7,1,1,1,150315.37391779496,51681.22922322558,0
2659,15736614,User_2658,584,Spain,Female,26,4,2,1,0,36571.89359852322,96089.05478822626,0
2660,15660428,User_2659,698,France,Female,31,10,1,1,1,15536.787658895886,123827.38090397968,0
2661,15753812,User_2660,593,Germany,Male,40,1,2,0,0,75335.16591155357,78011.41722036694,1
2662,15659353,User_2661,707,Germany,Female,37,1,2,1,1,32494.958136663994,63580.19845699947,0
2663,15713132,User_2662,830,Germany,Male,52,4,1,1,1,102076.15996017554,63397.15553339945,0
2664,15787604,User_2663,676,France,Female,25,3,2,1,1,110557.92024587549,0.0,0
2665,15616052,User_2664,745,France,Male,50,3,2,1,0,22123.507688272195,96329.43894452078,0
2666,15700689,User_2665,700,France,Female,43,4,1,0,0,158578.0147383657,82893.33077536366,1
2667,15778148,User_2666,765,Germany,Male,45,0,2,1,1,4677.120963901442,89141.15681394201,1
2668,15784492,User_2667,723,France,Female,34,6,2,1,1,68833.39859870147,110948.98183721668,1
2669,15731743,User_2668,753,Germany,Male,28,2,1,1,0,9368.51133302651,101174.6597988322,0
2670,15600163,User_2669,724,Germany,Male,38,9,2,1,1,141421.09464151267,80991.64426766199,1
2671,15641424,User_2670,400,Spain,Female,28,9,2,1,1,175704.2608413511,134413.04226230958,0
2672,15784816,User_2671,430,Spain,Male,28,7,3,1,0,69640.46690974144,139018.3089105776,0
2673,15741706,User_2672,385,Spain,Female,39,8,2,1,0,65648.86046221392,73726.69056671047,1
2674,15735870,User_2673,416,Spain,Female,48,7,1,1,1,138865.9513730974,0.0,0
2675,15622420,User_2674,478,France,Female,21,10,2,1,0,174308.29302963603,97824.34877562,0
2676,15720575,User_2675,719,Germany,Male,51,1,1,1,1,177430.000627818,113888.06114565648,1
2677,15629300,User_2676,504,Spain,Female,25,6,1,0,0,116859.24128242893,100297.60416127156,1
2678,15689881,User_2677,594,Germany,Female,34,3,2,0,1,118808.34441249259,166154.78589583654,0
2679,15610749,User_2678,460,Germany,Male,35,4,1,1,0,123876.88545960461,105939.7849811438,0
2680,15704131,User_2679,517,France,Male,33,10,2,1,0,101626.8816512402,106240.37821736827,0
2681,15756193,User_2680,830,France,Male,35,9,2,1,0,106187.95612992835,0.0,0
